title	description	Authors	Source	Publication Month	Publication Day	Publication Year
Attaque meurtrière dans une synagogue à Pittsburgh	"JT 13H - Un homme a fait irruption et a tiré sur des fidèles en plein office religieux dans une synagogue le 27 octobre 2018. L'attaque a fait onze morts et plusieurs blessés.  Les Etats-Unis ont de nouveau fait face à une extrême violence le 28 octobre 2018. La synagogue Tree of Life a été le théâtre d'une attaque meurtrière qui a fait onze victimes et plusieurs blessés. L'auteur des crimes a crié \"Tous les Juifs doivent mourir\" avant de tirer sur des membres de la congrégation, en plein office religieux. Après son acte, il s'est réfugié au troisième étage du bâtiment avant d'être interpellé par les forces de l'ordre. Donald Trump, qui s'est exprimé sur le sujet, a dénoncé une action maléfique et a promis que la sentence sera la peine de mort. Il a également ordonné la mise en berne des drapeaux et le renforcement de sécurité autour des synagogues. Ce sujet a été diffusé dans le journal télévisé de 13h du 28/10/2018 présenté par Audrey Crespo Mara sur TF1. Vous retrouverez au programme du JT de 13h du 28 octobre 2018 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	10	28	2018
Attaque à Strasbourg : la famille du suspect interrogée	"Le suspect dans la fusillade à Strasbourg (Bas-Rhin) a-t-il agi seul ou avait-il des complices ? Quatre personnes sont toujours en garde à vue mercredi 12 décembre au soir. La journaliste Nathalie Perez fait le point en direct de Strasbourg.Les parents de Chérif Chekatt et ses deux frères sont entendus par les enquêteurs mercredi 12 décembre. Il est le suspect principal dans la fusillade qui a éclaté mardi 11 décembre au soir sur le marché de Noël de Strasbourg (Bas-Rhin), faisant au moins trois morts, dont un en état de mort cérébrale. En direct de la ville meurtrie, la journaliste Nathalie Perez fait le point : \"Les parents ont été interpellés hier [mardi 11 décembre] tard dans la soirée à leur domicile et placés en garde à vue. Quant à deux des frères du suspect, ils se sont présentés spontanément au milieu de la nuit au commissariat\". A-t-il eu des complices ? \"Ils sont défavorablement connus des services de police, notamment pour des faits de vol et de violence. Tous sont en ce moment même toujours interrogés, poursuit la journaliste. Les enquêteurs cherchent à savoir si la famille est au courant de cette radicalisation et s'ils avaient des informations quant à un éventuel passage à l'acte, mais ils cherchent surtout à savoir s'il a bénéficié de complicité, notamment auprès de sa famille ou de ses amis pour continuer cette cavale qui dure maintenant depuis près de 24 heures\", conclut-elle."	Philippe Denis	France 3	12	12	2018
Attaque à Strasbourg : la sécurité renforcée à la frontière avec l'Allemagne	"Au niveau national, le plan Vigipirate a été porté à son niveau maximal après l'attaque à Strasbourg (Bas-Rhin) perpétrée mardi 11 décembre dans la soirée. Anne-Claire Poignard fait le point à la frontière avec l'Allemagne.\"La frontière franco-allemande et sous très haute surveillance\", raconte la journaliste Anne-Claire Poignard en direct de la frontière avec l'Allemagne. Selon elle, des policiers sont en poste, \"chargés de fouiller chaque piéton, chaque voiture, chaque camion qui passe (...) c'est exactement la même chose côté français avec des fouilles systématiques qui occasionnent d'énormes bouchons\", explique-t-elle encore. Les contrôles sont aussi renforcés sur une trentaine de kilomètres entre la France et l'Allemagne. L'assaillant toujours introuvable Chérif Chekatt est-il passé en Allemagne ? C'est toute la question. \"On le sait, le suspect a circulé dans le passé entre les deux pays, poursuit la journaliste. A-t-il gardé des contacts en Allemagne ? Est-ce là-bas qu'il se cache ? Il est pour l'heure toujours introuvable\", conclut Anne-Claire Poignard."	Elsa Pallot	France 2	12	12	2018
Attaque à Strasbourg : le marché de Noël fermé	"Au lendemain de l'attaque à Strasbourg (Bas-Rhin) mardi 11 décembre, le marché de Noël reste fermé. La journaliste Marie Coulon fait le point.Le marché de Noël de Strasbourg (Bas-Rhin) est le plus vieux d'Europe et l'un des plus célèbres. Il était placé sous haute sécurité. Mercredi 12 décembre, au lendemain de la fusillade, \"la situation est progressivement en train de revenir à la normale\", indique la journaliste Marie Coulon en direct sur place. \"La circulation du tramway a repris. Le dispositif de sécurité qui avait été maintenu aux abords de la place Kléber, cette place centrale de la ville, et aux abords de la cathédrale a, lui, été levé (...) après la visite du ministre de l'Intérieur, Christophe Castaner\", poursuit-elle. Des habitants sous le choc Néanmoins, \"le marché de Noël est, lui, fermé. Les 300 chalets gardent les volets clos. Il n'y a plus d'animations au programme. Le théâtre et l'opéra de la ville ont également annulé leurs représentations. L'heure est donc au deuil, au recueillement également\", précise la journaliste. Les riverains commencent à apporter des fleurs, des bougies et des messages de soutien au pied du sapin de Noël. Beaucoup sont sous le choc qu'un tel événement ait pu arriver malgré le dispositif de sécurité."	Pierre-Yves Grenu	France 3	12	12	2018
Attaque à Strasbourg : le profil de l'assaillant	"Chérif Chekatt est fiché S. À seulement 29 ans, le Strasbourgeois a déjà été condamné 27 fois pour des faits de droit commun.Chérif Chekatt est le principal suspect de la tuerie de Strasbourg (Bas-Rhin) qui a eu lieu mardi 11 décembre au soir. Le parquet de Paris s'oriente vers la piste terroriste pour expliquer son geste. L’homme aujourd'hui recherché est connu des services de renseignement. Chérif Chekatt, 29 ans, natif de Strasbourg, est fiché S pour radicalisation depuis 2016 et il est inscrit au FSPRT, un fichier des signalements liés au terrorisme. C'est en prison que son profil alerte. Dans sa prison à Elsau en Alsace, on note son prosélytisme religieux. 27 condamnations \"Dès l'âge de 10 ans, il avait déjà un profil qui relevait du pénal. Il a eu ses premières condamnations à 13 ans\", a déclaré Christophe Castaner à l'Assemblée nationale. En tout, il est condamné à 27 reprises, la plupart du temps en France, mais aussi en Allemagne et en Suisse. En 2016, il a cambriolé une pharmacie. Un employé se souvient bien de cette nuit-là. Emprisonné, il est libéré en 2017. Installé à Strasbourg, la police cherchait à l'interpeller mardi 11 décembre pour une affaire de règlements de comptes. À son domicile, une grenade et plusieurs armes ont été trouvées par les enquêteurs, mais le suspect, lui, n'était pas présent."	Philippe Denis	France 3	12	12	2018
Attaque à Strasbourg : où se cache Cherif Chekatt ?	Les forces de l'ordre ont mené une grosse opération de police dans le quartier du Neudorf à Strasbourg (Bas-Rhin) jeudi 13 décembre, mais Cherif Chekatt n'a pas été retrouvé.En quelques minutes seulement, le quartier du Neudorf, à Strasbourg (Bas-Rhin), est entièrement bouclé jeudi 13 décembre. C’est ici que Cherif Chekatt a été aperçu pour la dernière fois mardi soir. Les hommes du Raid, l'unité d'assaut de la police nationale, se préparent. Les passants sont évacués et les résidents confinés chez eux. Des habitants disent avoir vu un homme correspondant à son signalement dans un jardin. Avec l'aide des militaires lourdement armés, les forces de l'ordre vont de maison en maison, fouillent minutieusement chaque recoin des jardins et des caves. Cherif Chekatt est resté introuvable, mais les enquêteurs ont relevé des indices. Contacté par un numéro allemand En Allemagne, les enquêteurs avancent. Selon des sources sécuritaires, Cherif Chekatt aurait reçu plusieurs appels d'un numéro de téléphone allemand quelques jours avant l'attentat, mais aussi juste avant de passer à l'acte. Il n'aurait pas décroché. Des perquisitions ont également été menées à Paris et en banlieue, à Boulogne (Hauts-de-Seine) notamment chez les sœurs et le beau-frère de Cherif Chekatt.	Elsa Pallot	France 2	12	13	2018
Attaque à Strasbourg : quelles sont les priorités du ministère de l'Intérieur ?	"En direct de la cellule de crise installée au ministère de l'Intérieur, place Beauvau, à Paris, la journaliste Sophie Neumayer fait le point sur les priorités.Localiser et arrêter l'assaillant qui a fait trois morts mardi 11 décembre à Strasbourg (Bas-Rhin), c'est la priorité de la place Beauvau. Une cellule de crise a été installée au ministère de l'Intérieur. \"La traque se poursuit, une chasse à l'homme menée par plusieurs centaines de policiers et gendarmes\", ajoute la journaliste Sophie Neumayer. Assurer la sécurité des Français \"L'autre priorité, c'est d'assurer la sécurité des Français pendant cette période de fêtes, explique-t-elle. Au total, 1 800 militaires Sentinelle supplémentaires vont être déployés sur les lieux qui accueillent du public, et notamment les marchés de Noël. Le gouvernement veut montrer qu'il est aux commandes pour gérer cette crise alors que plusieurs polémiques commencent à enfler, notamment sur les failles de sécurité du marché de Noël de Strasbourg et sur la surveillance de Chérif Chekatt, fiché S et suivi par les services de renseignement\"."	Philippe Denis	France 3	12	12	2018
Attaque à Trèbes : une commune sous le choc	"Muriel Lassaga se trouve en direct de Trèbes (Aude) où une attaque survenue ce vendredi 23 mars a choqué la population.Un périple meurtrier s'est terminé ce vendredi 23 mars dans un supermarché de Trèbes (Aude). Quelle est l'atmosphère dans cette commune jusqu'alors paisible ? \"Trèbes c'est une petite ville paisible le long du canal du Midi. Mais aujourd'hui, des mamans, des parents, ont connu l'angoisse de ne pas pouvoir revoir retrouver, par exemple, leurs enfants à la sortie de l'école. Car ils étaient confinés\", explique Muriel Lassaga en direct sur place. Les drapeaux sont en berne Les habitants de Trèbes n'auraient jamais imaginé pouvoir vivre de tels évènements dans leur ville. \"Ce soir, le quartier du supermarché reste bouclé, par les forces de l'ordre. Car à l'intérieur les inspecteurs continuent leur travail de constatation. Ce qui pourrait être long. D'ailleurs, le Super U va rester fermé au moins 48h. Une cellule psychologique a été mise en place. Depuis cet après-midi, les drapeaux de la mairie de Trèbes sont en berne\", rapporte la journaliste."	Elsa Pallot	France 2	3	23	2018
Attaque à main armée : des braqueurs déguisés en policiers font un mort	"En Seine-Saint-Denis, un braquage a fait une victime, un commerçant touché par une balle et mort des suites de ses blessures.Un braquage d'une rare violence à la sortie de l'autoroute. Lundi 9 juillet, vers 20h15, une voiture et un scooter arrêtent un commerçant à bord de son utilitaire. Sept braqueurs déguisés en policiers mettent en joue le conducteur. Celui-ci résiste, les faux policiers tirent et touchent l'homme à la cuisse. Ils s'enfuient ensuite avec la mallette déposée sur le siège passager qui contenait la somme de 100 000 €. Un vendeur de sabres japonais La victime était un vendeur de sabres japonais et tenait un stand à la Japan Expo organisée à Villepinte, en Seine-Saint-Denis. \"Au regard du mode opératoire, estime un policier, on peut imaginer que cette personne était particulièrement ciblée\". Blessé à l'artère fémorale, l'exposant est décédé des suites de ses blessures. Les policiers recherchent activement des témoins, les agresseurs ne portaient pas de cagoules au moment des faits."	Elsa Pallot	France 2	7	10	2018
Attaques dans l'Aude : comment Radouane Lakdim, fiché S, a-t-il pu passer à l'acte ?	JT 20H - Les services de renseignements n'ont jamais trop su sur quel pied dansé concernant le cas de Radouane Lakdim, l'auteur des attauqes dans l'Aude.  Comment un individu fiché S a-t-il pu passer à l'acte ? Cette question s'est de nouveau posée vendredi 23 mars après les attaques terroristes dans l'Aude. Et pour cause, Radouane Lakdim était fiché S depuis 2014 pour radicalisation et liens avec la mouvance salafiste. Cependant, il ne faisait pas l'objet d'une surveillance accrue des services de renseignements. Pourtant, Radouane Lakdim est inscrit en 2015 au FSPRT avant d'en être retiré au bout de quelques mois faute de preuves. Son nom y réapparaît l'an dernier après la découverte de consultations de sites web pro-Daech de sa part. Ces dernières semaines, il était question de sortir de nouveau son nom du FSPRT. La raison motivant ce retrait est toujours le manque de preuves. Ce sujet a été diffusé dans le journal télévisé de 20H du 24/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 24 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	24	2018
Attaques dans l'Aude : les dernières avancées de l'enquête	JT 20H - Ce dimanche 25 mars 2018, la compagne et un ami de Radouane Lakdim sont toujours en garde à vue dans le cadre de l'enquête sur les attentats dans l'Aude.  L'enquête se poursuit deux jours après les attaques terroristes qui ont fait quatre morts dans l'Aude. Les gardes à vue des deux proches de Radouane Lakdim sont prolongées. Les policiers ont perquisitionné le domicile du preneur d'otages. Ils cherchent maintenant à comprendre cette radicalisation qui n'a pas été détectée. Ce sujet a été diffusé dans le journal télévisé de 20H du 25/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 25 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	25	2018
Attaques dans l'Aude : les militaires rendent hommage à leur héros	JT 20H - Les frères d'armes d'Arnaud Beltrame ont rendu hommage à un héros qui symbolise leur engagement.  Au-delà de sa famille, les premiers touchés par la mort d'Arnaud Beltrame sont évidemment ses frères d'armes. Après les attaques terroristes dans l'Aude, le corps des gendarmes a fait bloc pour rendre hommage à leur héros. Pour eux, le lieutenant-colonel de 44 ans symbolise le sens même de leur engagement. D'ailleurs, la Gendarmerie Nationale a salué sur les réseaux sociaux le courage, le sens du sacrifice et l'exemplarité de cet officier. Ce sujet a été diffusé dans le journal télévisé de 20H du 25/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 25 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	25	2018
Attaques dans l'Aude : où en est l'enquête ?	JT 20H - Deux personnes sont placées en garde à vue dans le cadre de l'enquête sur les attaques dans l'Aude.  L'enquête sur les attaques dans l'Aude se poursuit au lendemain de la tuerie. Qui était Radouane Lakdim, abattu par la gendarmerie vendredi après avoir tué quatre personnes dans la région de Carcassonne ? Le jeune homme de 25 ans, né au Maroc, avait-il des liens avec Daech, qui a revendiqué les attentats ? A-t-il agi seul ou avec des complices ? C'est ce que tentent de déterminer les enquêteurs. Ce sujet a été diffusé dans le journal télévisé de 20H du 24/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 24 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	24	2018
Attaques dans l'Aude : qui est Radouane Lakdim ?	"JT 20H - Le nom de l'auteur des attaques commises dans l'Aude ce vendredi 23 mars n'était pas inconnu du service de renseignements. Cependant, il ne faisait pas l'objet d'une surveillance.  L'auteur des attaques commises dans l'Aude ce vendredi 23 mars 2018 et qui ont été revendiquées par Daech s'appelle Radouane Lakdim. Âgé de 25 ans, il est né au Maroc et vivait sur notre territoire depuis plusieurs années. Ce terroriste était connu des services de police, pour détention d'armes et trafic des stupéfiants. Mais, selon le gouvernement, \"rien ne laissait à présager qu'il passerait à l'acte. Ce sujet a été diffusé dans le journal télévisé de 20H du 23/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 23 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	3	23	2018
Attaques terroristes dans l'Aude : des victimes activement prises en charge	"Le journaliste Théo Souman se trouve en direct de l'hôpital de Carcassonne (Aude) où plusieurs blessés des attentats survenus dans le département sont encore soignés ce samedi 24 mars.Plusieurs personnes blessées lors des attentats survenus dans l'Aude le vendredi 23 mars sont encore hospitalisés à Carcassonne (Aude). \"Ce soir, un homme se trouve toujours dans un état grave, le conducteur de la voiture braquée par Radouane Lakdim hier. Il a été blessé par balle et ses jours sont ce soir toujours en danger. Deux autres blessés plus légers sont également pris en charge. Le CRS attaqué à Carcassonne, qui a reçu une balle à l'épaule, et un homme du GIGN, touché à la jambe lors de l'intervention au supermarché de Trèbes\", explique le journaliste Théo Souman en direct devant l'hôpital. Une cellule psychologique accompagne les victimes Les autres blessés, une dizaine de personnes, majoritairement des clients du supermarché, sont choqués et accompagnés depuis hier soir par une cellule psychologique. \"Le choc a été très violent, notamment pour cette employée du Super U qui a d'abord été prise en otage puis libérée grâce au gendarme Beltrame. Une femme ce soir dans une grande détresse d'après la directrice du supermarché\", rapporte le journaliste."	Elsa Pallot	France 2	3	24	2018
Attaques terroristes dans l'Aude : deux personnes toujours en garde à vue	"La compagne et un ami du terroriste auteur des attaques de Trèbes et Carcassonne (Aude) le vendredi 23 mars sont toujours entendus par les enquêteurs.Deux personnes sont toujours en garde à vue. Deux jours après les attaques terroristes de Trèbes et Carcassonne, dans l'Aude, deux proches de l'assaillant, parmi lesquels sa compagne sont encore entendus par les autorités ce dimanche 25 mars à la mi-journée. Sur place, le journaliste Théo Souman nous en dit plus. \"Les gardes à vue peuvent se poursuivre pendant 4 jours dans le cadre d'une affaire terroriste. Sont concernés la compagne de Radouane Lakdim, elle-même radicalisée et l'un de ses amis, un jeune homme de 17 ans. Les enquêteurs devront déterminer leur implication dans les projets d'attentat de Radouane Lakdim. En avaient-ils connaissance ? L'avaient-ils aidé à passer à l'acte ou à se procurer des armes ?\" Des actes prémédités Aujourd'hui, il est désormais certain que Radouane Lakdim avait prémédité ses actes meurtriers. Le journaliste ajoute : \"Des documents faisant mention à l'État islamique, s'apparentant à un testament, ont été découverts à son domicile. Trois engins explosifs artisanaux ont été retrouvés dans le supermarché de Trèbes. Sa compagne et son ami étaient-ils au courant ? À Carcassonne, les enquêteurs ont encore 48 heures au maximum pour les interroger.\""	Thomas Horeau	France 2	3	25	2018
Attaques terroristes dans l'Aude : la ville de Trèbes est en deuil	"La ville de Trèbes, dans l'Aude, est en deuil au lendemain des attaques terroristes meurtrières du 23 mars dernier.Au lendemain des attaques qui ont fait 4 morts et une quinzaine de blessés dans l'Aude, la ville de Trèbes est en deuil. Un terroriste a fait plusieurs victimes après une prise d'otages dans un supermarché. Sur place, la journaliste Muriel Lassaga revient sur les hommages prévus en l'honneur des victimes. Elle explique : \"Cette petite ville a commencé son deuil. Une marche blanche est en préparation pour samedi prochain 31 mars, vieille de Pâques. Elle aura lieu à Carcassonne.\" Le deuil commence Une cellule psychologique a été mise en place, de nombreux riverains, employés du supermarché ou clients s'y sont rendus tout au long de la journée. La journaliste poursuit : \"Demain matin, dimanche 25 mars, une messe se tiendra dans l'église de Trèbes en présence de l'évêque de Carcassonne. On attend beaucoup de monde, toute la journée, des habitants sont venus auprès de la cellule psychologique. Le travail de deuil ne fait que commencer pour cette ville meurtrie.\""	Elsa Pallot	France 2	3	24	2018
Attaques terroristes dans l'Aude : le point sur l'enquête	JT 13H – Les enquêtes se poursuivent au lendemain des attaques de Carcassonne et de Trèbes dans l'Aude.  Radouane Lakdim a mené plusieurs attaques le 23 mars à Carcassonne et Trèbes avant d'être abattu par les forces de l'ordre. Les premières perquisitions ont eu lieu le jour même à son domicile et chez ses proches. Sa campagne, elle, a été placée en garde à vue. Au lendemain, un mineur de 17 ans, ami de ce terroriste, a été interpellé. Quel est le profil de Radouane Lakdim ? Fiché S, pourquoi n'était-il plus surveillé ? Ce sujet a été diffusé dans le journal télévisé de 13h du 24/03/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 13h du 24 mars 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	24	2018
Attaques terroristes dans l'Aude : le profil de l'assaillant se précise	Le profil de l'auteur des attaques de Carcassonne et Trèbes (Aude) se précise. Fiché S, l'homme n'était plus un objectif prioritaire pour les autorités, rien ne laissait envisager un passage à l'acte.Le passage à l'acte de Radouane Lakdim était-il imprévisible ? De nombreuses zones d'ombre subsistent quant à sa personnalité. Fichés S depuis 2014, l'auteur des attaques terroristes du 23 mars dernier était connu des services de renseignement pour sa présence régulière sur des forums salafistes. À l'époque, les policiers le soupçonnent de vouloir rejoindre la zone irako-syrienne. Aucun signe avant-coureur de passage à l'acte Mais récemment, il ne montrait pas de signe inquiétant, son cas avait même été évoqué en préfecture lors d'une commission de suivi des personnes radicalisées. Pour les autorités, il n'était plus un objectif prioritaire, aucun signe n'aurait pu laisser penser à un passage à l'acte. Sa compagne, une jeune fille de 18 ans, est elle aussi radicalisée. Aujourd'hui, toute la ville de Carcassonne (Aude) se demande comment de tels actes ont pu être commis par l'un de ses habitants.	Thomas Horeau	France 2	3	26	2018
Atteinte sexuelle sur une mineure de 11 ans : le tribunal demande la poursuite de l'instruction	"Une fillette de 11 ans victime d'atteinte sexuelle : l'affaire avait suscité la polémique. La justice a finalement demandé à reprendre l'instruction, explique Clément Weill-Raynal en direct du Palais de justice de Pontoise (Oise).La question de l'âge du consentement au coeur du procès tenu mardi 13 février au tribunal de Pontoise. Au terme d'une après-midi d'audience, le tribunal s'est déclaré incompétent. En septembre 2017, le parquet n'avait pas retenu la qualification de viol après une plainte pour des relations sexuelles entre un homme et une fillette de 11 ans. \"C'est une décision très lourde de sens prise après une après-midi d'audience et un long délibéré\", rapporte Clément Weill-Raynal avant de préciser que le parquet va \"devoir revoir sa copie\". Vers un procès devant une cour d'assises \"On se dirige bien vers une requalification des faits pour viol et donc un procès en cour d'assises\", explique le journaliste. \"C'est une victoire pour la famille qui demandait cette requalification\" mais, rappelle Clément Weill-Raynal, les avocats de la défense mettent en garde contre ce qu'ils considèrent comme \"une surenchère judiciaire\". \"Devant la cour d'assises, l'accusation de viol est une accusation très lourde qui répond à des critères précis. L'acquittement est toujours possible\", conclut le journaliste."	Philippe Denis	France 3	2	13	2018
Attentat : garde à vue prolongée pour le meilleur ami de Khamzat Azimov	"En direct de Paris, le journaliste Jocelyn Debraux revient sur le profil du meilleur ami du terroriste de l'attaque au couteau à Paris.Qu'elles sont les dernières informations concernant les gardes à vue des parents de l'assaillant ? \"On vient de l'apprendre, la garde à vue des parents de Khamzat Azimov vient d'être levée. Il ne reste donc plus qu'une seule personne en garde à vue ce soir : il s'agit du meilleur ami de Khamzat Azimov. Ils se sont connus quand il était au lycée ensemble à Strasbourg. C'est la ville dans laquelle cet homme vit toujours\", explique le journaliste Jocelyn Debraux. Pas de casier judiciaire pour l'ami de Khamzat Azimov On l'a appris dans la soirée du 15 mai : le camarade de l'assaillant est salarié de \"l'Office français de l'immigration et de l'intégration\". \"Une institution que nous avons contacté et qui nous a répondu que tout était en règle. Cet homme n'a pas de casier judiciaire. L'enjeu pour les enquêteurs est de savoir si cet homme a pu fournir une aide logistique au terroriste\", poursuit le journaliste."	Philippe Denis	France 3	5	15	2018
Attentat dans l'Aude : portraits des victimes	Quatre personnes ont été tuées lors des attaques terroristes dans l'Aude vendredi 23 mars, dont trois civils : un viticulteur abattu à Carcassonne, le boucher du Super U à Trèbes et un client présent dans le supermarché.Il s'appelait Christian Medves, était âgé de 50 ans, marié et père de deux filles. Il était le chef boucher du Super U de Trèbes (Aude), l'une des deux victimes du supermarché. Son collègue, boucher lui aussi, était présent vendredi 23 mars au matin et nous raconte comment il a été tué à bout portant, sous les yeux de ses collègues casiers. Les deux hommes connaissaient depuis 15 ans. L'autre victime du supermarché est un client. Un homme âgé, habitant de Trèbes, venu faire ses courses. Les drapeaux sont en berne Mais la liste de victimes ne s'arrête pas là. Avant sa prise d'otages dans le supermarché de Trèbes, le terroriste avait déjà frappé à Carcassonne, blessant gravement un CRS à l'épaule et tuant d'une balle dans la tête le passager d'une voiture qu'il a volé ensuite. Ce passager s'appelait Jean Mazières, il avait 60 ans. Il était un ancien viticulteur, marié et père de famille. À quelques kilomètres de Trèbes, dans son petit village natal, les drapeaux sont en berne aujourd'hui, car ici, il était connu et aimé de tous. Samedi 24 mars à midi, le conducteur de la voiture qui accompagnait Jean Mazières est toujours hospitalisé dans un état grave.	Thomas Horeau	France 2	3	24	2018
Attentat de Liège : l'hommage aux victimes	L'essentiel JT 20H - Après l'attaque du musée juif de Bruxelles, ou encore l'attentat de l'aéroport de Zaventem, les drapeaux étaient une nouvelle fois en berne ce mercredi 30 mai, 24 heures après la mort de trois personnes à Liège.  Ce sont des scènes que les Belges ont malheureusement vécues plusieurs fois ces dernières années. Les proches des trois victimes de l'attentat du mardi 29 mai étaient les premiers à se recueillir sur la place Saint-Hubert dans le centre-ville de Liège. Des personnalités politiques, mais aussi des Liégeois sont également venus en nombre exprimer leur tristesse, leur colère et leur reconnaissance notamment aux deux policières qui étaient des mères de famille. Ce sujet a été diffusé dans le journal télévisé de 20H du 30/05/2018 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du mercredi 30 mai 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	5	29	2018
Attentat de Magnanville : les noms de 2600 agents du renseignement retrouvés chez une fichée S	L'essentiel JT 20H - Les enquêteurs s'interrogent sur une clef USB contenant les identités de nombreux fonctionnaires de police retrouvée chez une jeune femme placée en garde à vue avec cinq autres personnes dans le cadre de l'affaire de Magnanville.  C'est une révélation qui fait froid dans le dos. Une jeune femme radicalisée a eu en sa possession une clef USB contenant la liste de 2600 agents du renseignement. Elle est placée en garde à vue depuis lundi dans le cadre des investigations sur l'assassinat d'un couple de policiers à Magnanville. Les enquêteurs veulent savoir désormais comment une fichée S a pu avoir un tel document. Ce sujet a été diffusé dans le journal télévisé de 20H du 11/04/2018 présenté par Julien Arnaud sur TF1. Vous retrouverez au programme du JT de 20H du 11 avril 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	4	10	2018
Attentat de Nice : les enfants rescapés toujours pris en charge	"Samedi 14 juillet, un hommage sera rendu aux victimes de l'attentat de Nice (Alpes-Maritimes). Depuis deux ans, des enfants rescapés sont toujours pris en charge. Un accompagnement inédit en France.Revenir sur la promenade des Anglais, même si c'est douloureux. Cet effort, Marjorie Do Livramento Cavelier le fait pour Rose, sa fille. Il y a deux ans, elles étaient ici en famille pour le feu d'artifice, lorsqu'un camion bélier a foncé dans la foule. À l'époque, la fillette n'avait qu'un an, mais du jour au lendemain, Marjorie a vu sa fille changer. \"J'ai constaté qu'elle avait beaucoup d'angoisses, beaucoup de colère, et le besoin d'être très rassurée\", explique la maman de Rose au micro de France 3. Évacuer les angoisses Ces inquiétudes, Marjorie a pu en faire part aux équipes de l'hôpital Lenval à Nice (Alpes-Maritimes). Depuis, Rose a rendez-vous chaque mois avec le docteur Battista. Quelques figurines et des jeux simples pour évoquer, mais surtout évacuer les angoisses. Un suivi pour que le stress post-traumatique ne prenne pas le pas sur le développement de Rose. Un millier d'enfants sont actuellement suivis dans le service. Cet accompagnement inédit va permettre de comprendre comment le traumatisme influe sur les tout petits, un immense progrès pour la pédopsychiatrie."	Philippe Denis	France 3	7	8	2018
Attentat de Strasbourg : la ville alsacienne unie autour de son marché de Noël	JT 20H - La commune de Strasbourg a rouvert son marché de Noël, vendredi 14 décembre. Ce samedi, les habitants et les touristes étaient au rendez-vous en dépit des événements du 11 décembre.  Après l'attentat survenu mardi 11 décembre dans la ville, les visiteurs sont venus nombreux au marché de Noël de Strasbourg ce samedi. Ils ont affiché un état d'esprit discipliné et joyeux. Pour eux, nulle raison de se laisser vaincre par l'angoisse. La journée constitue une victoire sur la peur pour les Strasbourgeois. Ce sujet a été diffusé dans le journal télévisé de 20H du 15/12/2018 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 15 décembre 2018 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	12	15	2018
